epoch,acc,loss,val_acc,val_loss
0,0.9480333669732014,0.14847203305301568,0.9211588501930237,0.19406740963459015
1,0.9661110757539669,0.08719923374398302,0.9295193195343018,0.17202940881252288
2,0.9687986007581154,0.07886958890594542,0.9333875894546508,0.16355273723602295
3,0.9703869254638752,0.0742221789744993,0.9332899332046509,0.16078387200832367
4,0.9713315603633722,0.07124206303463627,0.9422526240348816,0.1406556025147438
5,0.9720238577574492,0.06898409807278465,0.9413411498069764,0.14617922604084016
6,0.972250759601593,0.0678690350226437,0.9479709148406983,0.12453919351100921
7,0.9720461840430895,0.06771023490000516,0.9307725548744201,0.1770153447985649
